Supporting Information,,,,,,
Prediction of Energetic Material Properties from Electronic Structure using 3D Convolutional Neural Networks,,,,,,
Alex D. Casey,,"School of Mechanical Engineering, Purdue University, West Lafayette, Indiana 47907, USA",alex.casey.13@gmail.com,,,
CC1=C(O)C(=CO1)[N+]([O-])=O,-549.0702068,3.650980372,3.096,1.543,-77.945,train
CC1=C(C(O)=CO1)[N+]([O-])=O,-549.0725053,3.848536588,2.977,1.549,-79.036,train
CC1=C(N)N=C(O1)[N+]([O-])=O,-545.2449552,3.664314056,6.4863,1.579,-28.971,train
CC1=C(O)N=C(O1)[N+]([O-])=O,-565.1073853,3.957655104,4.8095,1.647,-70.571,train
CC1=C(N=C(N)O1)[N+]([O-])=O,-545.2629074,4.280656796,6.3005,1.64,-41.767,train
CC1=C(NC(=N)O1)[N+]([O-])=O,-545.2493942,3.467846304,3.1198,1.559,-28.334,train
CC1=C(C=C(O)O1)[N+]([O-])=O,-549.0704211,4.028405264,5.2142,1.623,-83.669,train
CC1=C(NC(=O)O1)[N+]([O-])=O,-565.1417971,4.03548028,1.9162,1.65,-91.248,train
CC1=C(N)C(=NO1)[N+]([O-])=O,-545.209263,3.668667912,5.8582,1.576,-3.961,train
CC1=C(O)C(=NO1)[N+]([O-])=O,-565.0717234,3.859149112,3.8816,1.613,-43.465,train
CC1=C(C(N)=NO1)[N+]([O-])=O,-545.229365,4.368278148,1.1669,1.561,-15.205,train
CC1=C(C(=O)NO1)[N+]([O-])=O,-565.0755815,5.000403616,6.1269,1.692,-51.254,train
CCC1=NC(=NO1)[N+]([O-])=O,-545.2151102,5.464633512,5.5402,1.501,-5.239,train
CCC1=NN=C(O1)[N+]([O-])=O,-545.2208874,5.26408402,5.1031,1.501,-9.521,train
CCC1=C(ON=N1)[N+]([O-])=O,-545.1886002,4.927476528,2.8663,1.483,13.882,train
CCC1=NOC(=N1)[N+]([O-])=O,-545.2094709,5.275240776,3.7397,1.486,-0.7,train
CCC1=NON=C1[N+]([O-])=O,-545.1736468,5.419734372,3.0235,1.491,23.58,train
CCC1=C(N=NO1)[N+]([O-])=O,-545.1990837,5.59334438,4.1377,1.5,6.12,train
CCN1N=NC(=N1)[N+]([O-])=O,-541.380964,5.559601996,6.1452,1.51,55.52,train
CCN1N=NN=C1[N+]([O-])=O,-541.3726816,5.16204052,4.7259,1.523,61.721,train
CN1NC(=O)C(=C1)[N+]([O-])=O,-545.2280533,4.546242012,9.1054,1.647,-19.309,train
CN1C=C(NC1=O)[N+]([O-])=O,-545.2802115,3.831937512,3.9777,1.58,-48.236,train
CN1C(=O)NC=C1[N+]([O-])=O,-545.2765361,3.782956632,2.8557,1.618,-46.245,train
CN1OC(=O)C(=C1)[N+]([O-])=O,-565.0724877,4.763934812,8.5691,1.699,-51.582,train
CN1C(=N)OC=C1[N+]([O-])=O,-545.230603,3.339407552,1.8596,1.55,-14.509,train
CN1C=C(OC1=N)[N+]([O-])=O,-545.2349798,3.829488468,5.181,1.567,-20.611,train
CN1C(=O)OC=C1[N+]([O-])=O,-565.1237289,3.929899272,0.2304,1.634,-77.832,train
CN1C=C(OC1=O)[N+]([O-])=O,-565.1251881,4.250179804,6.1425,1.641,-80.992,train
CN1C=C(O)C(=N1)[N+]([O-])=O,-545.2397913,4.27630294,5.6603,1.587,-21.712,train
CN1C=C(O)N=C1[N+]([O-])=O,-545.2527768,4.011261956,4.6747,1.607,-31.715,train
CN1C=NC(=C1O)[N+]([O-])=O,-545.2667428,4.568555524,6.9331,1.619,-40.126,train
CN1C=NC(O)=C1[N+]([O-])=O,-545.2575484,4.6191691,5.143,1.621,-34.701,train
CN1C(=N)NN=C1[N+]([O-])=O,-541.3999864,3.348115264,3.3792,1.594,42.679,train
CN1C(=O)NN=C1[N+]([O-])=O,-561.2960249,4.028949496,1.6059,1.661,-21.461,train
CN1C(N)=NN=C1[N+]([O-])=O,-541.4105947,4.437123496,7.2407,1.638,32.308,train
CN1C(=N)ON=C1[N+]([O-])=O,-561.2353004,3.553290728,2.4695,1.611,18.925,train
CN1C(=O)ON=C1[N+]([O-])=O,-581.125726,4.294806828,3.0293,1.707,-43.331,train
CN1C(O)=CN=C1[N+]([O-])=O,-545.247374,4.35249542,6.8383,1.681,-30.02,train
CN1N=C(C=C1O)[N+]([O-])=O,-545.2356141,4.803119516,6.8144,1.661,-23.156,train
CN1N=CC(=C1O)[N+]([O-])=O,-545.2529616,4.774547336,4.0051,1.566,-27.939,train
CN1N=CC(O)=C1[N+]([O-])=O,-545.2395243,4.083916928,1.9852,1.553,-17.685,train
CN1N=C(N=C1N)[N+]([O-])=O,-541.4243783,4.870604284,8.3411,1.639,22.112,train
CN1N=C(NC1=O)[N+]([O-])=O,-561.3006947,3.947586812,2.2501,1.64,-24.973,train
CN1N=C(N)C(=N1)[N+]([O-])=O,-541.4119671,4.283377956,4.9731,1.587,33.008,train
CN1N=C(NC1=N)[N+]([O-])=O,-541.4043633,3.337230624,4.0802,1.557,39.569,train
CN1N=C(N)N=C1[N+]([O-])=O,-541.4235461,3.7688066,4.1387,1.576,26.148,train
CN1OC(=O)C(=N1)[N+]([O-])=O,-581.0863895,4.562296856,6.83,1.726,-22.307,train
CN1N=C(OC1=N)[N+]([O-])=O,-561.2540102,3.745404624,3.6982,1.602,5.364,train
CN1N=C(OC1=O)[N+]([O-])=O,-581.1448226,4.388142616,4.2122,1.689,-56.309,train
CN1NC(=O)C(=N1)[N+]([O-])=O,-561.242147,4.375897396,8.3563,1.701,8.128,train
CN1NC(=O)N=C1[N+]([O-])=O,-561.264134,3.758738308,6.1754,1.704,-5.7,train
CN1NC(=CC1=O)[N+]([O-])=O,-545.2282281,3.4490703,3.2591,1.595,-16.465,train
CN1NC=C(C1=O)[N+]([O-])=O,-545.2287408,4.494267856,8.3851,1.672,-19.515,train
CN1NC(=NC1=N)[N+]([O-])=O,-541.3827721,3.015861628,3.508,1.568,52.935,train
CN1NC(=NC1=O)[N+]([O-])=O,-561.2701482,3.653701532,5.6488,1.691,-9.14,train
CN1NC(=N)N=C1[N+]([O-])=O,-541.3780283,3.15246386,3.8831,1.574,55.727,train
CN1NC(=O)C=C1[N+]([O-])=O,-545.2212402,3.474104972,3.6226,1.605,-12.127,train
CN1NN=C(C1=N)[N+]([O-])=O,-541.3603308,3.479547292,5.9603,1.602,66.688,train
CN1NN=C(C1=O)[N+]([O-])=O,-561.2417268,4.330181908,7.8226,1.705,8.86,train
CN1N=NC(=C1N)[N+]([O-])=O,-541.4047355,4.7960445,7.9684,1.637,35.813,train
CN1N=NC(=C1O)[N+]([O-])=O,-561.2670635,4.955504476,5.6563,1.657,-3.077,train
CN1N=NC(N)=C1[N+]([O-])=O,-541.4049421,4.019425436,0.8703,1.576,39.309,train
CN1N=NC(O)=C1[N+]([O-])=O,-561.2557459,4.671959604,2.2267,1.65,3.957,train
CN1OC(=CC1=N)[N+]([O-])=O,-545.1700804,3.511112748,3.8684,1.53,22.398,train
CN1OC(=CC1=O)[N+]([O-])=O,-565.060779,3.91710982,2.3321,1.605,-38.826,train
CN1OC=C(C1=N)[N+]([O-])=O,-545.1831172,3.954933944,4.2901,1.553,14.731,train
CN1OC=C(C1=O)[N+]([O-])=O,-565.0637869,4.72529434,6.0471,1.643,-41.848,train
CN1OC(=NC1=N)[N+]([O-])=O,-561.2176072,3.588121576,2.7946,1.591,28.673,train
CN1OC(=NC1=O)[N+]([O-])=O,-581.1028643,4.181606572,4.3198,1.703,-31.667,train
CN1OC(=N)N=C1[N+]([O-])=O,-561.2182541,3.332604652,2.8654,1.633,26.022,train
CN1OC(=O)C=C1[N+]([O-])=O,-565.0645919,3.62866686,2.5464,1.629,-41.984,train
CN1OC(=O)N=C1[N+]([O-])=O,-581.1073315,3.9524849,5.1426,1.743,-36.167,train
CN1ON=C(C1=N)[N+]([O-])=O,-561.1772018,3.604720652,3.5927,1.601,54.98,train
CN1ON=C(C1=O)[N+]([O-])=O,-581.0574888,4.45862066,5.5202,1.702,-2.405,train
CNC1=CC(=NO1)[N+]([O-])=O,-545.2014089,4.017520624,7.2928,1.576,-0.311,train
CNC1=NOC(=C1)[N+]([O-])=O,-545.197324,3.867312592,5.912,1.552,3.327,train
CNC1=CN=C(O1)[N+]([O-])=O,-545.2321653,3.914660776,8.0209,1.597,-21.141,train
CNC1=C(ON=C1)[N+]([O-])=O,-545.1993224,3.894524192,6.4677,1.559,2.896,train
CNC1=COC(=N1)[N+]([O-])=O,-545.2287591,3.562814788,6.3871,1.552,-16.926,train
CNC1=CON=C1[N+]([O-])=O,-545.1929189,3.539957044,5.6763,1.55,7.941,train
CNC1=NC(=CO1)[N+]([O-])=O,-545.2454951,4.1701777,6.4983,1.602,-29.438,train
CNC1=NC=C(O1)[N+]([O-])=O,-545.2469347,4.220247044,6.3439,1.596,-30.568,train
CN=C1NNC(=N1)[N+]([O-])=O,-541.3772748,3.031916472,2.6946,1.574,56.369,train
CN=C1ONC(=N1)[N+]([O-])=O,-561.2129767,3.225663064,1.1538,1.628,29.568,train
CNC1=NC(=NN1)[N+]([O-])=O,-541.4170886,4.589508456,8.4239,1.664,26.107,train
CNC1=NC(=NO1)[N+]([O-])=O,-561.2536085,4.540799692,7.1275,1.654,1.932,train
CNC1=C(OC=N1)[N+]([O-])=O,-545.2490947,4.19602872,4.9419,1.579,-29.371,train
CN=C1NOC(=N1)[N+]([O-])=O,-561.2094506,3.559005164,2.5061,1.601,33.442,train
CN=C1NC(=CO1)[N+]([O-])=O,-545.2273117,3.30484882,2.6185,1.553,-14.328,train
CN=C1NC=C(O1)[N+]([O-])=O,-545.2283657,3.705403572,4.7812,1.606,-18.151,train
CN=C1NC(=NO1)[N+]([O-])=O,-561.2306584,3.380224952,2.4554,1.604,20.523,train
CN=C1NN=C(N1)[N+]([O-])=O,-541.3965126,3.202261088,3.5647,1.568,44.401,train
CN=C1NN=C(O1)[N+]([O-])=O,-561.2453891,3.686899684,3.6736,1.624,9.606,train
CNC1=C(N=NN1)[N+]([O-])=O,-541.3981109,4.609100808,8.2055,1.635,40.02,train
CNC1=NN=C(N1)[N+]([O-])=O,-541.4086203,4.067862084,7.5065,1.647,31.886,train
CNC1=NN=C(O1)[N+]([O-])=O,-561.2562153,4.224328784,7.0199,1.65,-0.18,train
CNC1=NNC(=N1)[N+]([O-])=O,-541.4190886,3.446893372,4.0334,1.574,28.403,train
CNC1=NNN=C1[N+]([O-])=O,-541.4033483,3.998200388,4.6472,1.613,37.646,train
CNC1=C(NN=N1)[N+]([O-])=O,-541.3989177,3.811800928,1.8893,1.578,42.123,train
CNC1=C(ON=N1)[N+]([O-])=O,-561.2264618,3.784589328,4.7985,1.613,22.007,train
CNC1=NOC=C1[N+]([O-])=O,-545.2097968,3.999833084,1.6918,1.543,-2.327,train
CNC1=NOC(=N1)[N+]([O-])=O,-561.2441343,3.788943184,5.1219,1.606,10.232,train
CNC1=NON=C1[N+]([O-])=O,-561.209869,3.800916288,4.1696,1.596,34.241,train
CNC1=C(N=CO1)[N+]([O-])=O,-545.2508766,4.458076428,6.7338,1.589,-30.858,train
CN=C1ONC=C1[N+]([O-])=O,-545.1724694,4.094529452,6.307,1.679,15.017,train
CNC1=C(N=NO1)[N+]([O-])=O,-561.2645807,4.436035032,1.9197,1.565,-6.578,train
CNN1C=C(N=N1)[N+]([O-])=O,-541.35502,5.39742086,6.6789,1.554,69.694,train
CNN1C=NC(=N1)[N+]([O-])=O,-541.3788665,5.51443074,6.7348,1.562,54.707,train
CNN1C=NN=C1[N+]([O-])=O,-541.361923,4.514676556,5.3548,1.555,67.228,train
CNN1N=CC(=N1)[N+]([O-])=O,-541.3594036,4.94162656,5.423,1.544,67.525,train
CNN1N=CN=C1[N+]([O-])=O,-541.37197,4.763934812,4.3878,1.548,60.982,train
CNN1N=NC=C1[N+]([O-])=O,-541.3474332,4.680123084,2.629,1.533,77.427,train
COC1=CC(=CO1)[N+]([O-])=O,-549.0478706,4.053712052,5.6425,1.552,-66.347,train
COC1=CC=C(O1)[N+]([O-])=O,-549.0506927,4.26269714,5.2953,1.553,-68.459,train
COC1=NNC(=C1)[N+]([O-])=O,-545.2293184,4.0613313,3.4487,1.549,-14.315,train
COC1=CC(=NN1)[N+]([O-])=O,-545.2258231,4.74570304,7.0213,1.613,-15.225,train
COC1=CC(=NO1)[N+]([O-])=O,-565.054198,4.492090928,5.9258,1.617,-34.429,train
COC1=C(OC=C1)[N+]([O-])=O,-549.0392032,4.678762504,7.1783,1.576,-62.09,train
COC1=NOC(=C1)[N+]([O-])=O,-565.0533696,4.68991926,4.6054,1.585,-32.273,train
COC1=CN=C(N1)[N+]([O-])=O,-545.2431846,4.231675916,7.0807,1.597,-25.861,train
COC1=CN=C(O1)[N+]([O-])=O,-565.084675,4.24773076,6.0272,1.628,-54.671,train
COC1=CNC(=N1)[N+]([O-])=O,-545.2469242,3.854251024,4.469,1.601,-28.316,train
COC1=CNN=C1[N+]([O-])=O,-545.214382,4.775091568,7.8612,1.638,-8.812,train
COC1=C(ON=C1)[N+]([O-])=O,-565.0398383,4.5919575,6.372,1.618,-25.58,train
COC1=COC(=C1)[N+]([O-])=O,-549.0393036,4.138340128,5.3701,1.546,-60.95,train
COC1=COC=C1[N+]([O-])=O,-549.0379831,4.484199564,5.1827,1.56,-59.933,train
COC1=COC(=N1)[N+]([O-])=O,-565.084109,4.006635984,4.5569,1.604,-52.777,train
COC1=CON=C1[N+]([O-])=O,-565.037633,4.587603644,6.4171,1.625,-24.064,train
COC1=NC(=CN1)[N+]([O-])=O,-545.2538448,4.62461142,6.7091,1.647,-34.819,train
COC1=NC=C(N1)[N+]([O-])=O,-545.2563765,4.390047428,5.053,1.58,-33.288,train
COC1=NC(=CO1)[N+]([O-])=O,-565.0999968,4.685021172,4.4949,1.62,-63.902,train
COC1=NC=C(O1)[N+]([O-])=O,-565.0989105,4.648013396,5.4986,1.617,-63.397,train
COC1=NC(=NN1)[N+]([O-])=O,-561.2754943,5.141903936,6.7704,1.674,-10.882,train
COC1=NC(=NO1)[N+]([O-])=O,-581.1045018,5.233334912,5.4863,1.696,-31.236,train
COC1=C(OC=N1)[N+]([O-])=O,-565.0910946,4.723389528,5.4072,1.635,-58.872,train
COC1=C(N=CN1)[N+]([O-])=O,-545.2406771,4.860808108,7.0623,1.66,-25.781,train
COC1=C(N=NN1)[N+]([O-])=O,-561.2389907,5.134284688,6.3538,1.686,12.879,train
COC1=NN=C(N1)[N+]([O-])=O,-561.2662292,4.599304632,5.9684,1.661,-4.65,train
COC1=NN=C(O1)[N+]([O-])=O,-581.1078218,4.860535992,5.5607,1.695,-33.904,train
COC1=NNC=C1[N+]([O-])=O,-545.228868,4.966117,5.6694,1.639,-18.391,train
COC1=NNC(=N1)[N+]([O-])=O,-561.2728133,4.113849688,1.9045,1.629,-6.787,train
COC1=NNN=C1[N+]([O-])=O,-561.2482792,5.021628664,5.7732,1.685,6.005,train
COC1=C(NN=N1)[N+]([O-])=O,-561.2443863,4.508417888,2.1172,1.631,10.999,train
COC1=C(ON=N1)[N+]([O-])=O,-581.0687962,4.471137996,4.3721,1.671,-7.479,train
COC1=NOC=C1[N+]([O-])=O,-565.0555548,5.246940712,2.8136,1.603,-34.137,train
COC1=NOC(=N1)[N+]([O-])=O,-581.0939368,4.475219736,3.7758,1.662,-22.461,train
COC1=NON=C1[N+]([O-])=O,-581.0543408,5.053466236,4.262,1.667,2.522,train
COC1=C(C=CO1)[N+]([O-])=O,-549.0488924,4.65182302,6.1072,1.571,-67.68,train
COC1=C(N=CO1)[N+]([O-])=O,-565.0901795,5.026526752,7.2662,1.646,-58.605,train
COC1=C(C=NO1)[N+]([O-])=O,-565.060213,5.246940712,4.2905,1.622,-38.341,train
COC1=C(N=NO1)[N+]([O-])=O,-581.1127712,4.8232561,2.6753,1.617,-39.501,train
CON1C=C(C=N1)[N+]([O-])=O,-545.1733186,5.415924748,5.0624,1.537,20.839,train
CON1C=CC(=N1)[N+]([O-])=O,-545.1707572,5.362317896,5.9687,1.548,21.891,train
CON1C=CN=C1[N+]([O-])=O,-545.1761255,4.77427522,5.7716,1.555,19.554,train
CON1C=C(N=N1)[N+]([O-])=O,-561.1867523,5.61783482,6.439,1.621,46.451,train
CON1C=NC(=C1)[N+]([O-])=O,-545.1850146,5.29809852,7.4722,1.574,11.17,train
CON1C=NC=C1[N+]([O-])=O,-545.1796886,4.89672742,3.9655,1.542,18.348,train
CON1C=NC(=N1)[N+]([O-])=O,-561.2104459,5.54164234,6.6633,1.63,31.466,train
CON1C=NN=C1[N+]([O-])=O,-561.1899774,4.857542716,5.8769,1.633,45.393,train
CON1N=CC=C1[N+]([O-])=O,-545.1636145,5.008839212,2.8051,1.514,29.992,train
CON1N=CC(=N1)[N+]([O-])=O,-561.1934426,5.597970352,4.5251,1.59,44.081,train
CON1N=CN=C1[N+]([O-])=O,-561.2045508,5.165850144,3.6115,1.596,38.429,train
CON1N=NC=C1[N+]([O-])=O,-561.1792624,5.012648836,2.2278,1.588,54.832,train
NC1=C(C=CN1O)[N+]([O-])=O,-545.2026572,4.26405772,6.361,1.716,-5.769,train
NC1=CC(=CN1O)[N+]([O-])=O,-545.1924332,4.178885412,6.9189,1.695,0.417,train
NC1=CC=C(N1O)[N+]([O-])=O,-545.2018972,3.812617276,5.8812,1.679,-3.137,train
NC1=CC(=CN=N1)[N+]([O-])=O,-524.1553107,3.758194076,4.2827,1.602,41.023,train
NC1=CC=C(N=N1)[N+]([O-])=O,-524.1572813,4.55930358,7.8802,1.642,37.58,train
NC1=CC(=C(N)O1)[N+]([O-])=O,-545.2550647,3.790847996,5.7641,1.694,-40.391,train
NC1=CC(=C(O)N1)[N+]([O-])=O,-545.2668626,3.90350402,6.0404,1.694,-44.411,train
NC1=CC(=C(O)O1)[N+]([O-])=O,-565.1009718,4.099155424,6.9545,1.797,-73.252,train
NC1=CC(=NC=N1)[N+]([O-])=O,-524.1979413,4.468961068,6.0397,1.636,12.381,train
NC1=CC=NC(=N1)[N+]([O-])=O,-524.1947318,4.916591888,7.8264,1.635,13.673,train
NC1=CC(N)=C(O1)[N+]([O-])=O,-545.255095,4.2926299,7.7235,1.738,-42.224,train
NC1=C(O)NC(=C1)[N+]([O-])=O,-545.2564484,4.120924704,6.0233,1.675,-37.726,train
NN1N=CC(=C1N)[N+]([O-])=O,-541.4009637,4.623795072,6.0524,1.672,36.912,train
NN1N=C(C=C1N)[N+]([O-])=O,-541.3874721,4.265690416,7.0873,1.667,44.093,train
NC1=C(C=NN1O)[N+]([O-])=O,-561.2329323,4.662163428,5.1589,1.745,12.691,train
NC1=CC(=NN1O)[N+]([O-])=O,-561.2195134,4.398210908,7.2276,1.765,18.93,train
NC1=CC=NN=C1[N+]([O-])=O,-524.1549246,4.120108356,7.052,1.648,40.543,train
NC1=CC(=NN=N1)[N+]([O-])=O,-540.1641937,4.261064444,7.113,1.697,69.145,train
NN1N=C(N)C=C1[N+]([O-])=O,-541.3795675,3.282535308,3.2406,1.597,52.582,train
NC1=CN(O)C(=C1)[N+]([O-])=O,-545.1927113,3.3878442,5.0478,1.627,4.834,train
NC1=C(N(O)C=C1)[N+]([O-])=O,-545.2034352,3.65587846,4.5182,1.639,-0.8,train
NC1=NN(O)C(=C1)[N+]([O-])=O,-561.2112996,3.697240092,5.2035,1.707,26.501,train
NC1=C(N)C=C(O1)[N+]([O-])=O,-545.238936,3.940511796,7.063,1.673,-29.441,train
NC1=C(O)OC(=C1)[N+]([O-])=O,-565.0950135,3.65859962,5.977,1.757,-68.6,train
NC1=CC(O)=C(N1)[N+]([O-])=O,-545.2684709,4.095617916,7.0132,1.737,-47.688,train
NC1=CC(O)=C(O1)[N+]([O-])=O,-565.1173702,4.226777828,6.9999,1.79,-81.99,train
NC1=C(NC(O)=C1)[N+]([O-])=O,-545.2656059,4.175892136,6.8679,1.754,-47.45,train
NC1=C(OC(O)=C1)[N+]([O-])=O,-565.1142487,4.42324558,5.5185,1.811,-81.397,train
NC1=CN=C(C=N1)[N+]([O-])=O,-524.1893143,4.575358424,7.2843,1.653,16.978,train
NC1=CN=CC(=N1)[N+]([O-])=O,-524.1863884,4.170721932,5.7935,1.619,20.296,train
NN1C=NC(=C1N)[N+]([O-])=O,-541.4057397,4.533996792,8.2818,1.747,30.474,train
NN1C(N)=CN=C1[N+]([O-])=O,-541.3990065,3.881190508,6.7307,1.682,38.174,train
NC1=C(N=CN1O)[N+]([O-])=O,-561.2438444,4.584610368,7.6103,1.817,3.433,train
NC1=CN=C(N1O)[N+]([O-])=O,-561.2385674,3.79465762,6.3877,1.76,9.301,train
NC1=CN=C(N=C1)[N+]([O-])=O,-524.1801286,4.723661644,8.8344,1.665,22.305,train
NC1=CN=CN=C1[N+]([O-])=O,-524.1874818,3.987043632,4.8022,1.633,20.802,train
NC1=CN=C(N=N1)[N+]([O-])=O,-540.1829966,4.535901604,8.2815,1.711,56.183,train
NC1=CNC(=C1O)[N+]([O-])=O,-545.2582341,3.621047612,4.8656,1.652,-37.837,train
NC1=CNC(O)=C1[N+]([O-])=O,-545.2682151,3.508663704,5.0806,1.677,-43.152,train
NC1=C(NOC1=O)[N+]([O-])=O,-581.1213862,3.633292832,2.1317,1.759,-44.91,train
NC1=CN=NC(=C1)[N+]([O-])=O,-524.1503486,4.327732864,8.0916,1.655,41.742,train
NC1=CN=NC=C1[N+]([O-])=O,-524.1579742,3.890442452,4.7675,1.638,39.575,train
NC1=CN=NC(=N1)[N+]([O-])=O,-540.1892955,4.590052688,8.1237,1.699,52.265,train
NN1C=C(N)N=C1[N+]([O-])=O,-541.3960127,3.544583016,5.0146,1.63,40.796,train
NC1=CN=NN=C1[N+]([O-])=O,-540.161244,4.284194304,6.7484,1.711,72.081,train
NN1N=CC(N)=C1[N+]([O-])=O,-541.3824718,3.750574828,2.8297,1.63,51.46,train
NN1C=C(N)C(=N1)[N+]([O-])=O,-541.3846522,3.97697534,5.4708,1.645,47.286,train
NC1=C(N(O)N=C1)[N+]([O-])=O,-561.2234389,3.441723168,3.765,1.694,26.027,train
NC1=CN(O)C=C1[N+]([O-])=O,-545.1929575,3.871394332,5.616,1.684,1.395,train
NC1=CN(O)C(=N1)[N+]([O-])=O,-561.2395177,3.432199108,5.1512,1.71,10.295,train
NC1=CN(O)N=C1[N+]([O-])=O,-561.2216004,4.113849688,5.3301,1.749,19.28,train
NC1=COC(=C1N)[N+]([O-])=O,-545.2418952,4.341066548,7.0618,1.683,-30.612,train
NC1=COC(=C1O)[N+]([O-])=O,-565.1027067,3.949491624,5.5586,1.72,-69.85,train
NC1=COC(N)=C1[N+]([O-])=O,-545.2553869,3.655334228,4.0429,1.672,-37.596,train
NC1=C(NC=C1O)[N+]([O-])=O,-545.255731,4.060514952,4.4334,1.685,-38.076,train
NC1=COC(O)=C1[N+]([O-])=O,-565.1020479,3.861870272,5.1882,1.763,-70.537,train
NC1=C(OC=C1O)[N+]([O-])=O,-565.0985878,4.399843604,5.768,1.76,-69.642,train
NC1=C(O)NC=C1[N+]([O-])=O,-545.2521804,3.975070528,4.3931,1.675,-34.299,train
NC1=C(O)NN=C1[N+]([O-])=O,-561.2749107,4.310589556,5.0797,1.747,-12.823,train
NC1=C(NNC1=O)[N+]([O-])=O,-561.2844765,3.590842736,1.9655,1.716,-18.433,train
NC1=C(O)OC=C1[N+]([O-])=O,-565.0963705,3.401177884,4.5926,1.709,-66.009,train
NC1=C(O)ON=C1[N+]([O-])=O,-581.1012945,3.358455672,5.3677,1.804,-33.796,train
NC1=NC=C(C=N1)[N+]([O-])=O,-524.2050741,4.656176876,5.3955,1.607,9.521,train
NC1=NC=CC(=N1)[N+]([O-])=O,-524.2006231,4.140517056,4.3349,1.598,12.408,train
NN1C=C(N=C1N)[N+]([O-])=O,-541.4026332,4.640122032,8.4416,1.717,32.198,train
NN1C(N)=NC=C1[N+]([O-])=O,-541.4109381,4.077114028,4.9828,1.65,31.538,train
NC1=NC(=CN1O)[N+]([O-])=O,-561.2411549,4.470593764,7.5965,1.794,4.439,train
NC1=NC=C(N1O)[N+]([O-])=O,-561.248105,3.83547502,4.344,1.711,4.953,train
NC1=NC=CN=C1[N+]([O-])=O,-524.1927527,4.094529452,4.3165,1.607,18.455,train
NC1=NC=C(N=N1)[N+]([O-])=O,-540.1955109,4.3810676,6.3631,1.696,49.489,train
NC1=NC(=C(N)N1)[N+]([O-])=O,-541.4490075,4.161742104,8.2353,1.767,0.881,train
NC1=NC(=C(N)O1)[N+]([O-])=O,-561.3056856,4.119019892,6.9934,1.8,-37.595,train
NC1=NC(=C(O)N1)[N+]([O-])=O,-561.3151673,4.1225574,7.0469,1.818,-41.405,train
NC1=NC(=C(O)O1)[N+]([O-])=O,-581.1502127,4.458076428,8.0328,1.884,-69.216,train
NC1=NC=NC=C1[N+]([O-])=O,-524.2051433,4.498893828,3.0243,1.594,12.194,train
NC1=NC=NC(=N1)[N+]([O-])=O,-540.2400386,5.068432616,5.8878,1.687,21.125,train
NC1=NC(N)=C(N1)[N+]([O-])=O,-541.4622691,4.1429661,5.8804,1.738,-7.186,train
NC1=NC(N)=C(O1)[N+]([O-])=O,-561.312472,4.40963978,6.4278,1.818,-42.984,train
NC1=C(N)N=C(N1)[N+]([O-])=O,-541.4366959,3.785677792,6.6247,1.686,11.733,train
NC1=C(O)NC(=N1)[N+]([O-])=O,-561.2979297,4.110040064,5.674,1.739,-28.249,train
NC1=NC=NN=C1[N+]([O-])=O,-540.197663,4.029221612,5.0466,1.695,49.84,train
NN1C=NC(N)=C1[N+]([O-])=O,-541.4140318,4.132625692,2.302,1.626,31.16,train
NC1=C(N(O)C=N1)[N+]([O-])=O,-561.2531934,3.821052872,2.5834,1.697,3.953,train
NC1=C(N)N=C(O1)[N+]([O-])=O,-561.2803333,3.846631776,6.8001,1.725,-19.203,train
NC1=C(O)OC(=N1)[N+]([O-])=O,-581.1349989,3.516555068,5.8973,1.813,-57.656,train
NC1=NC(O)=C(N1)[N+]([O-])=O,-561.3126075,4.352767536,7.2622,1.828,-42.341,train
NC1=NC(O)=C(O1)[N+]([O-])=O,-581.1601834,4.626516232,7.5938,1.89,-76.041,train
NC1=C(NC(=O)N1)[N+]([O-])=O,-561.334128,3.942416608,5.3593,1.779,-52.398,train
NC1=C(OC(=O)N1)[N+]([O-])=O,-581.1801103,4.34297136,7.5411,1.837,-85.217,train
NC1=C(O)C=C(N1)[N+]([O-])=O,-545.2517817,3.687988148,6.1251,1.73,-38.896,train
NC1=C(O)C(=CN1)[N+]([O-])=O,-545.2579201,3.856427952,4.9444,1.655,-36.623,train
NC1=C(C(O)=CN1)[N+]([O-])=O,-545.2662776,3.610707204,6.3989,1.71,-43.46,train
NC1=C(O)N=C(N1)[N+]([O-])=O,-561.2987406,3.605809116,6.2554,1.774,-31.446,train
NC1=C(NC(=N)N1)[N+]([O-])=O,-541.4373706,3.580774444,6.8259,1.73,10.907,train
NC1=C(OC(=N)N1)[N+]([O-])=O,-561.2911073,4.105686208,6.2132,1.781,-26.314,train
NC1=C(C=C(O)N1)[N+]([O-])=O,-545.2604398,3.869217404,6.2919,1.758,-44.134,train
NC1=C(N)C(=NN1)[N+]([O-])=O,-541.41419,3.91710982,7.5934,1.705,27.177,train
NC1=C(O)C(=NN1)[N+]([O-])=O,-561.2794716,4.216165304,5.2569,1.725,-14.739,train
NC1=C(C(=O)NN1)[N+]([O-])=O,-561.2908564,4.986797816,8.6531,1.836,-26.416,train
NC1=C(C(=O)ON1)[N+]([O-])=O,-581.1314969,5.116597148,8.2332,1.888,-55.931,train
NC1=NN=CC=C1[N+]([O-])=O,-524.1615277,3.768262368,0.4533,1.589,39.549,train
